date,y
2013-08-16,0.339923
2013-08-17,0.209220
2013-08-18,-0.187983
2013-08-19,0.428710
2013-08-20,0.197070
2013-08-21,0.649525
2013-08-22,1.826832
2013-08-23,-0.286403
2013-08-24,-0.665398
2013-08-25,-0.388153
2013-08-26,-0.568875
2013-08-27,-1.808607
2013-08-28,0.916207
2013-08-29,-1.186486
2013-08-30,-0.639510
2013-08-31,0.065018
2013-09-01,-1.873399
2013-09-02,-0.808520
2013-09-03,0.497080
2013-09-04,-0.257890
2013-09-05,-0.797662
2013-09-06,1.961266
2013-09-07,-1.889660
2013-09-08,0.010719
2013-09-09,0.084176
2013-09-10,-3.280170
2013-09-11,2.467488
2013-09-12,-0.598959
2013-09-13,-1.704938
2013-09-14,2.814511
2013-09-15,-0.268914
2013-09-16,0.278357
2013-09-17,0.082550
2013-09-18,0.271574
2013-09-19,-1.430373
2013-09-20,1.188773
2013-09-21,-0.698671
2013-09-22,-0.014845
2013-09-23,1.377254
2013-09-24,-0.150713
2013-09-25,0.432969
2013-09-26,0.624089
2013-09-27,-0.712433
2013-09-28,1.239452
2013-09-29,1.461243
2013-09-30,0.476083
2013-10-01,1.368959
2013-10-02,-0.472269
2013-10-03,-0.235213
2013-10-04,-0.887827
2013-10-05,1.387010
2013-10-06,-0.733284
2013-10-07,1.413823
2013-10-08,-0.791036
2013-10-09,-0.219260
2013-10-10,0.470692
2013-10-11,0.658729
2013-10-12,-0.121452
2013-10-13,0.453708
2013-10-14,0.171889
2013-10-15,0.243724
2013-10-16,-0.974764
2013-10-17,0.418703
2013-10-18,-0.290822
2013-10-19,-0.238621
2013-10-20,0.552968
2013-10-21,-0.908053
2013-10-22,0.067897
2013-10-23,-0.280940
2013-10-24,0.219580
2013-10-25,0.645719
2013-10-26,-1.166650
2013-10-27,0.950891
